SIGUN_NM,SERVC_NM,SPORT_TARGET,SERVC_RINK_ADDR,CHARGE_DEPT_NM,APLCATN_METH,SPORT_CYCL
수원시,사회복지기금(자활계정) 사업자금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001374&wlfareInfoReldBztpCd=02,복지정책과,방문,1회성
시흥시,외국인주민 긴급지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002503&wlfareInfoReldBztpCd=02,외국인주민과,"방문, 모바일, 인터넷, 전화, 우편",1회성
-,장애인활동지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000718&wlfareInfoReldBztpCd=02,장애인복지과,"방문, 인터넷",월
-,장애인 복지신문 보급,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004142&wlfareInfoReldBztpCd=02,장애인복지과,"전화, 방문",주
-,경기도 청소년 교통비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004473&wlfareInfoReldBztpCd=02,버스정책과,"인터넷, 모바일",반기
-,가정위탁 학습활동 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000687&wlfareInfoReldBztpCd=02,아동돌봄과,방문,월
-,외국인주민 상담 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003152&wlfareInfoReldBztpCd=02,외국인정책과,,수시
-,외국인주민 한국어 교육,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000716&wlfareInfoReldBztpCd=02,외국인정책과,,수시
성남시,하나원 수료 최초 정착 탈북민 생활안정 및 적응을 위한 지역상품권 지급,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001968&wlfareInfoReldBztpCd=02,주민자치과,,1회성
오산시,장애인활동지원 시추가지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001023&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 노인장애인과,방문,월
,청년 노동자 지원사업(중소기업 청년 노동자 지원사업),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003473&wlfareInfoReldBztpCd=02,경기도 사회적경제국 청년기회과,"모바일, 인터넷",분기
,청년 노동자 지원사업(청년 복지포인트),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003927&wlfareInfoReldBztpCd=02,경기도 사회적경제국 청년기회과,"모바일, 인터넷",분기
안산시,출생축하용품 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002807&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,방문,1회성
오산시,중증장애인 택시요금 할인카드 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002994&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 노인장애인과,방문,월
오산시,어린이집 입학준비금 지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003680&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,인터넷,분기
고양시,재난취약계층 가스 타이머 콕 보급사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000972&wlfareInfoReldBztpCd=02,경기도 고양시 기후환경국 기후에너지과,"방문, 전화",1회성
안산시,장애인활동지원사업 시추가 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004314&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 장애인복지과,방문,월
동두천시,장애인 보장구 수리 지원사업,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000786&wlfareInfoReldBztpCd=02,경기도 동두천시 복지문화국 사회복지과,방문,수시
동두천시,동두천시 여성장애인출산지원금 및 양육비 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002593&wlfareInfoReldBztpCd=02,경기도 동두천시 복지문화국 사회복지과,방문,월
양평군,저소득주민 건강보험료 지원,"장애인, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000945&wlfareInfoReldBztpCd=02,경기도 양평군 문화복지국 복지정책과,,월
의정부시,노숙인 및 행려인 보호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000739&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 복지정책과,방문,1회성
오산시,청각장애아동재활치료비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003763&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 노인장애인과,방문,1회성
이천시,장애인 이동권보장(휠체어 등 수리비 지원),장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000894&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 노인장애인과,방문,수시
,청각장애인 인공달팽이관 재활치료비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002595&wlfareInfoReldBztpCd=02,경기도 동두천시 복지문화국 사회복지과,,년
광주시,"보훈수당 지원(보훈.참전 명예수당, 사망위로금 등)",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003019&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 복지정책과,방문,분기
안양시,가정위탁 아동지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001040&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 아동과,,1회성
하남시,중증장애인 콜승합차 운영,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001398&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,"방문, 전화",분기
부천시,저소득층 국민건강보험료 지원,"장애인, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001200&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 복지정책과,,월
연천군,"홀로사는 노인 지원(명절 생필품, 주거환경개선)",저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000941&wlfareInfoReldBztpCd=02,경기도 연천군 행정복지국 사회복지과,,반기
연천군,보훈명예수당 지급,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000920&wlfareInfoReldBztpCd=02,경기도 연천군 행정복지국 복지정책과,"방문, 우편",월
이천시,저소득한부모가정자녀 특기교육비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000912&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 여성보육과,방문,월
시흥시,인공달팽이관재활치료,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002504&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 장애인복지과,방문,수시
고양시,노숙인 보호(덕양구),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000970&wlfareInfoReldBztpCd=02,경기도 고양시 덕양구 사회복지과,"방문, 전화, 우편",1회성
시흥시,효도수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001391&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 노인복지과,방문,월
파주시,청각장애인 인공달팽이관 재활치료 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001570&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 노인장애인과,방문,수시
의왕시,청소년보호활동 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000836&wlfareInfoReldBztpCd=02,경기도 의왕시 복지문화국 체육청소년과,,월
시흥시,재가장애인 복지증진,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001390&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 장애인복지과,"방문, 전화",월
동두천시,출산장려금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002596&wlfareInfoReldBztpCd=02,경기도 동두천시 복지문화국 가족지원과,방문,월
동두천시,복지대상가정 자녀 학원 수강 교재비,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002594&wlfareInfoReldBztpCd=02,경기도 동두천시 자치행정국 복지정책과,방문,월
파주시,저소득주민 생활안정자금 융자,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001572&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 복지지원과,방문,1회성
파주시,주민생활서비스 지원(위문),저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004620&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 복지정책과,,1회성
안양시,중증장애인 콜 승합차 운영,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000763&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,전화,수시
안양시,장애인 교통이용 봉사차량 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001043&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,전화,수시
안양시,지체장애인 특장차량 운영비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000764&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,전화,수시
안양시,장애학생 통학용 차량 운영비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002479&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,"방문, 전화",1회성
안양시,청각장애인 인공달팽이관 치료비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002573&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,방문,분기
오산시,보훈수당 및 보훈대상 사망위로금 지급,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003679&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 희망복지과,방문,월
시흥시,시흥시 국가보훈대상자 지원,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004050&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 복지정책과,방문,월
오산시,"재해 이재민·행려자 보호(행려자 응급구료비, 행려자 귀항여비, 무연고사망자 장례비 지원)",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003787&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 희망복지과,,1회성
광명시,저소득장애인 생활안정지원 사업(청각장애아동 인공달팽이관 재활치료),장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001472&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 장애인복지과,방문,1회성
이천시,요보호아동 긴급 보호비,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001302&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 청년아동과,,1회성
안양시,안양시 장수노인지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004127&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 노인복지과,,월
구리시,저소득장애인주거환경 개선 사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000996&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 노인장애인복지과,방문,1회성
구리시,국가보훈대상자 명예수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000993&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,방문,월
구리시,"보훈대상자 특별 및 사망위로금 지급 (특별위로금, 사망위로금)",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003445&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,방문,1회성
구리시,장수노인 생일축하금 지급,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003469&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 노인장애인복지과,,1회성
구리시,"부랑인보호 및 지원(장제비, 귀향여비, 간병료 등)",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003446&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 복지정책과,,1회성
하남시,저소득층 및 국가유공자 등 명절 위문,"보훈대상자, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000860&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 복지정책과,,년
고양시,고양시 장애인 이동용 보장구 수리 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001395&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 장애인복지과,"방문, 우편",수시
고양시,저소득층 청각장애인 재활지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001417&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 장애인복지과,"방문, 우편",수시
시흥시,무연고 사망자 장제처리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002805&wlfareInfoReldBztpCd=02,경기도 시흥시 복지국 노인복지과,,1회성
용인시,용인시 사랑의집 운영비 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005854&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 노인복지과,인터넷,월
하남시,저소득 틈새계층 국민건강보험료 지원,"장애인, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000859&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 복지정책과,,수시
,가정위탁 양육지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000686&wlfareInfoReldBztpCd=02,경기도 여성가족국 아동돌봄과,,월
,시설보호아동 마음건강돌봄사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005845&wlfareInfoReldBztpCd=02,경기도 여성가족국 아동돌봄과,,반기
,장애인가구 냉난방비,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003392&wlfareInfoReldBztpCd=02,경기도 복지국 장애인복지과,,년
,군포시 중·고등학교 신입생 교복구입비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004145&wlfareInfoReldBztpCd=02,경기도 군포시 행정지원국 교육체육과,방문,1회성
,경기청년 갭이어 프로그램 운영,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005170&wlfareInfoReldBztpCd=02,경기도 사회적경제국 청년기회과,"인터넷, 모바일앱",1회성
광주시,장애인가정 출산 지원금 지급,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000315&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 노인장애인과,방문,수시
광주시,광주시 장애인휠체어 등 수리 지원,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003403&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 노인장애인과,방문,월
용인시,용인시 청년 신용회복 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004236&wlfareInfoReldBztpCd=02,경기도 용인시 제1부시장 청년담당관,"E-mail, 인터넷",1회성
양주시,장애인활동지원 시추가,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004146&wlfareInfoReldBztpCd=02,경기도 양주시 복지문화국 복지지원과,방문,월
용인시,용인시 저소득 한부모가족 지원사업,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001401&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 여성가족과,방문,수시
용인시,효도수당 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001495&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 노인복지과,방문,월
광명시,광명 발달장애인 현장실습형 직업전환 사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000644&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 장애인복지과,방문,월
고양시,대안교육기관 및 경기도 외 중고등학교 신입생 교복구입비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002809&wlfareInfoReldBztpCd=02,경기도 고양시 교육문화국 평생교육과,"방문, 인터넷",1회성
과천시,행려자 관리,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000991&wlfareInfoReldBztpCd=02,경기도 과천시 경제복지국 복지정책과,,1회성
,경기도 학자금 장기연체자 신용회복 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004801&wlfareInfoReldBztpCd=02,경기도 평생교육국 교육협력과,"인터넷, 모바일",수시
,대학생 학자금 대출이자 지원(경기도),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003574&wlfareInfoReldBztpCd=02,경기도 평생교육국 교육협력과,"모바일, 인터넷",반기
,산모신생아 건강관리사 지원 확대,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001022&wlfareInfoReldBztpCd=02,경기도 오산시 보건소 건강증진과,"방문, 인터넷",주
,외국인주민 응급지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002782&wlfareInfoReldBztpCd=02,경기도 노동국 외국인정책과,방문,1회성
평택시,치매정밀검사 의료비 지원 확대,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005525&wlfareInfoReldBztpCd=02,경기도 평택시 평택보건소 건강증진과 치매안심센터,"전화, 방문",1회성
양평군,저소득 및 다문화가정 아동 입학준비금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002613&wlfareInfoReldBztpCd=02,경기도 양평군 문화복지국 가족복지과,인터넷,1회성
양주시,청각장애인 인공달팽이관 재활치료,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001047&wlfareInfoReldBztpCd=02,경기도 양주시 복지문화국 복지지원과,,수시
용인시,용인시 장애인가정 출산지원금 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005510&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 장애인복지과,방문,1회성
용인시,다자녀 출생 축하 교통비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005218&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 여성가족과,방문,1회성
안양시,다둥이네 보금자리 지원,"다자녀, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004860&wlfareInfoReldBztpCd=02,경기도 안양시 청년정책관,방문,월
평택시,복지사각지대 의료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004747&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 복지정책과,방문,1회성
용인시,출산용품 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000863&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 여성가족과,"방문, 인터넷",1회성
용인시,장애인 이동기기 보장구 수리비용 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000866&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 장애인복지과,방문,월
용인시,출산지원금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001494&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 여성가족과,"인터넷, 방문",1회성
용인시,장애인등급심사경비 시 추가지원,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001492&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 장애인복지과,방문,수시
오산시,보완적 출산장려지원 (출산축하용품),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003657&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,방문,1회성
용인시,보훈대상자 등 지원(보훈명예수당),보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001423&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 복지정책과,방문,월
용인시,보훈대상자 등 지원(3.1절 및 광복절 독립유공자 위문),보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000865&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 복지정책과,,년
양주시,장애인가정 출산비용지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003101&wlfareInfoReldBztpCd=02,경기도 양주시 복지문화국 복지지원과,방문,수시
포천시,노숙인 구호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003323&wlfareInfoReldBztpCd=02,경기도 포천시 복지환경국 복지정책과,방문,1회성
안성시,안성시 노인 목욕비 및 이미용비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005220&wlfareInfoReldBztpCd=02,경기도 안성시 복지교육국 사회복지과,방문,년
용인시,한의약 치매예방사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004885&wlfareInfoReldBztpCd=02,경기도 용인시 처인구보건소 건강증진과,"방문, 전화",1회성
용인시,청각장애인 인공달팽이관 재활치료비,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000885&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 장애인복지과,방문,수시
용인시,용인시 난임부부 시술비 본인부담금 추가지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005467&wlfareInfoReldBztpCd=02,경기도 용인시 처인구보건소 건강증진과,"방문, 인터넷",월
성남시,치매 감별검사 본인부담금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005069&wlfareInfoReldBztpCd=02,경기도 성남시 복지국 노인복지과,,1회성
용인시,취약계층 아동 입학준비금 지원,"한부모·조손, 장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001402&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 아동보육과,방문,년
안양시,보훈명예수당 지원,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002783&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 복지정책과,방문,분기
양평군,"국가보훈대상자 지원(보훈명예수당, 참전명예수당 등)",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000944&wlfareInfoReldBztpCd=02,경기도 양평군 문화복지국 복지정책과,방문,월
